country_name,year,FDI4,estabilidad_politica,tiempo_negocios,hdi,v2x_polyarchy,v2cacamps,v2caviol,v2cagenmob,v2x_corr,v2xcl_prpty,e_gdp,e_miinflat,economic_freedom,Factor_gobernanza
Dominican Republic,2006,1528700000,-0.109803065657616,76,0.683,0.638,-0.445,-1.418,0.164,0.798,0.781,9350.809,7.573,0.563,-0.410979375215847
Dominican Republic,2007,2252900000,-0.0785724595189095,25,0.692,0.635,-0.445,-1.418,0.164,0.798,0.781,10050.418,6.144,0.568,-0.463823198919096
Dominican Republic,2008,2728400000,-0.0380077101290226,15,0.697,0.636,-0.445,-1.418,0.164,0.798,0.781,10473.493,10.645,0.5769812226,-0.471155811163419
Dominican Republic,2009,1695300000,-0.00273510301485658,16,0.701,0.636,-0.445,-1.418,0.164,0.798,0.781,10849.855,1.4,0.5923144449,-0.535943375913539
Dominican Republic,2010,1820200000,-0.0449540354311466,15,0.708,0.614,-0.264,-1.418,0.164,0.798,0.781,11408.31,6.9,0.603,-0.579890817730523
Dominican Republic,2011,2197500000,-0.000481850205687806,14.5,0.713,0.609,-0.264,-1.418,0.164,0.798,0.781,11859.746,6.9,0.6,-0.54575301725858
Dominican Republic,2012,3415900000,0.252366811037064,14.5,0.718,0.603,-0.264,-1.418,0.664,0.798,0.781,12237.087,7.7,0.602,-0.475107404852982
Dominican Republic,2013,1599900000,0.207428693771362,14.5,0.722,0.594,-0.264,-1.418,0.356,0.785,0.781,12825.989,4.832,0.597,-0.379987013592965
Dominican Republic,2014,2385300000,0.145934492349625,14.5,0.728,0.594,-0.264,-1.418,0.356,0.785,0.781,13628.3,3.696,0.613,-0.283628305909819
Dominican Republic,2015,2227300000,0.236706420779228,14.5,0.736,0.576,-0.264,-1.418,0.356,0.771,0.781,14633.682,3.925,0.61,-0.32144933326504
Dominican Republic,2016,2516100000,0.252106040716171,18.5,0.755,0.556,-0.264,-1.418,0.606,0.771,0.824,15612.279,0.76,0.61,-0.229675320380305
Dominican Republic,2017,3597900000,0.160588473081589,16.5,0.757,0.543,-0.264,-1.418,2.032,0.792,0.824,16483.685,8.883,0.629,-0.267657198590981
Dominican Republic,2018,2744500000,0.0239203125238419,16.5,0.764,0.549,-0.264,-1.418,1.261,0.811,0.843,17293.639,3.988,0.616,-0.249061351980997
Dominican Republic,2019,2829200000,0.00530691398307681,16.5,0.771,0.543,-0.264,-1.418,0.841,0.824,0.843,17901.097,2.93,0.61,-0.218677915442522
Ecuador,1996,499680000,-0.770033240318298,10,0.674,0.704,0.228,-1.704,0.772,0.67,0.881,8151.959,24.4,0.601,-0.34205848576536
Ecuador,1997,723950000,0.575025260448456,35,0.679,0.703,0.228,-1.704,1.641,0.705,0.881,8426.378,30.6,0.61,-0.113290212933158
Ecuador,1998,869980000,-0.162388324737549,12,0.684,0.697,0.228,-1.704,0.034,0.702,0.881,8566.144,36.1,0.628,-0.334738952840778
Ecuador,1999,648410000,-0.970755875110626,25,0.683,0.692,0.228,-1.704,0.908,0.711,0.881,8500.762,52.2,0.629,0.223995318334061
Ecuador,2000,-23439367.9139981,-0.572284936904907,8.5,0.687,0.696,0.637,-1.704,2.761,0.703,0.881,8671.294,96.1,0.598,-0.537664215584972
Ecuador,2001,538568575.17,-0.416316986083984,28,0.693,0.696,0.637,-1.704,0.725,0.703,0.881,9023.277,37.7,0.551,-0.113498288219769
Ecuador,2002,783261009.55,-0.759720921516418,69,0.698,0.699,0.637,-1.704,-0.186,0.703,0.881,9517.326,12.6,0.531,-0.651844945415211
Ecuador,2003,871513414.023619,-0.961056590080261,92,0.703,0.709,0.637,-1.704,-0.186,0.714,0.881,10002.142,7.9,0.541,-0.6661852394628
Ecuador,2004,836939593.895645,-0.842910349369049,92,0.71,0.709,0.637,-1.704,-0.186,0.714,0.881,10774.234,2.74,0.544,-0.666190209207808
Ecuador,2005,493413835.545644,-0.793961822986603,69,0.715,0.709,0.637,-1.704,1.692,0.721,0.881,11502.901,2.1,0.529,-0.710501889094163
Ecuador,2006,271428852.53,-0.853825330734253,65,0.72,0.703,0.637,-0.943,0.442,0.715,0.881,12077.766,3.299,0.546,-0.86612350504328
Ecuador,2007,193872526.93,-0.815987229347229,65,0.723,0.677,1.082,-1.001,0.442,0.687,0.875,12641.274,2.276,0.553,-0.820373667944949
Ecuador,2008,1057404020.15482,-0.728682398796082,65,0.729,0.64,1.239,-1.628,0.442,0.669,0.865,13301.736,8.4,0.5523711692,-0.837051249151286
Ecuador,2009,308629890.109,-0.673675775527954,64,0.731,0.621,1.239,-1.628,0.19,0.667,0.865,13606.109,5.2,0.5248096112,-0.88632392236791
Ecuador,2010,165893320.363638,-0.586674451828003,56,0.736,0.599,1.239,-0.043,-0.129,0.678,0.865,14176.671,4,0.493,-0.818757213059522
Ecuador,2011,646084358.687904,-0.686557531356812,55.5,0.743,0.593,1.239,-1.606,-0.293,0.681,0.865,15191.159,4,0.471,-0.753194111074284
Ecuador,2012,567417300.85638,-0.570306479930878,55.5,0.751,0.6,1.239,-1.606,0.061,0.684,0.865,16077.902,8.4,0.483,-0.680779919342012
Ecuador,2013,727081206.263418,-0.178656712174416,55.5,0.755,0.545,1.39,-0.886,0.061,0.7,0.865,16946.742,9.4,0.469,-0.571676750668095
Ecuador,2014,772389946.091118,-0.0185332093387842,55.5,0.76,0.541,1.39,-1.193,-0.298,0.703,0.865,17583.663,13.961,0.48,-0.649781690650107
Ecuador,2015,1322701337.30748,-0.143955871462822,50.5,0.765,0.54,1.39,-1.193,-0.057,0.7,0.865,17595.643,4,0.492,-0.642874986415095
Ecuador,2016,764190868.12224,-0.0853579640388489,48.5,0.762,0.551,1.39,-1.426,-0.168,0.7,0.865,17521.65,19.756,0.486,-0.486165133507243
Ecuador,2017,629582412.259198,-0.0748538672924042,48.5,0.762,0.559,1.39,-1.426,0.056,0.624,0.897,17855.981,14.022,0.493,-0.504158592441552
Ecuador,2018,1389198763.14022,-0.0892776921391487,48.5,0.762,0.652,1.675,-1.448,0.309,0.646,0.897,18056.648,47.742,0.485,-0.447564662923936
Ecuador,2019,979020496.243027,-0.232956856489182,48.5,0.76,0.625,1.675,-0.397,2.465,0.636,0.897,18052.555,4.739,0.469,-0.371696372537983
El Salvador,1996,50674725.1830696,-0.215370371937752,40,0.587,0.491,1.021,-0.24,-0.597,0.733,0.222,1669.086,9.789,0.701,-0.600278268401159
El Salvador,1997,59043540.3283369,0.111168630421162,7,0.597,0.498,1.021,-0.24,-0.597,0.733,0.222,1753.219,4.416,0.705,-0.127095172749195
El Salvador,1998,1102684180.4683,0.0906790643930435,7,0.605,0.498,1.021,-0.24,-0.597,0.733,0.67,1841.028,2.62,0.702,-0.464081580379434
El Salvador,1999,215800000,-0.00711627723649144,16.5,0.609,0.508,1.021,-0.24,-0.597,0.733,0.67,1909.608,0.515,0.751,-0.201436792748603
El Salvador,2000,173400000,0.329205334186554,40,0.617,0.531,0.883,-0.24,-0.597,0.733,0.67,1984.482,2.271,0.763,-0.507826353224306
El Salvador,2001,278900000,-0.564918100833893,40,0.619,0.541,0.883,-0.24,-0.597,0.733,0.67,2054.144,3.751,0.73,-0.355600089255618
El Salvador,2002,4.7e+08,0.293994128704071,99,0.626,0.55,0.883,-0.24,-0.597,0.733,0.67,2132.5,1.866,0.73,-0.424748678660398
El Salvador,2003,141200000,-0.180753871798515,115,0.631,0.547,0.883,-0.338,-0.597,0.733,0.67,2224.795,2.12,0.715,-0.311812503287799
El Salvador,2004,363270000,-0.0691009759902954,115,0.636,0.545,0.883,-0.338,-0.597,0.775,0.67,2303.365,4.452,0.712,-0.28030162269313
El Salvador,2005,511140000,-0.0337608754634857,40,0.641,0.544,0.883,-0.338,-0.597,0.765,0.67,2431.83,4.691,0.715,-0.32859182190905
El Salvador,2006,241130000,-0.168158024549484,36,0.646,0.566,0.883,-0.536,-0.597,0.765,0.67,2568.242,4.037,0.696,-0.294990316519561
El Salvador,2007,1550510000,-0.00727073149755597,19.5,0.651,0.571,0.883,-0.536,-0.597,0.765,0.67,2687.419,4.579,0.689,-0.312634123223676
El Salvador,2008,903050000,0.0393931120634079,16.5,0.653,0.568,0.883,-0.536,-0.597,0.755,0.67,2792.077,7.257,0.68490424,-0.27758880394765
El Salvador,2009,368730000,-0.00711627723649144,16.5,0.653,0.601,0.883,-0.536,-0.597,0.732,0.67,2861.377,0.4,0.6976313197,-0.23849240709351
El Salvador,2010,-113160683.724283,0.0588422268629074,16.5,0.659,0.613,0.821,-0.536,-0.597,0.705,0.67,2984.396,1.1,0.699,-0.257106862821648
El Salvador,2011,122500004.314785,0.111001193523407,16.5,0.661,0.613,0.821,-0.536,-0.597,0.705,0.67,3163.952,5.2,0.688,-0.220903609883533
El Salvador,2012,430126687.532424,0.234583973884583,16.5,0.664,0.623,0.821,-0.536,-0.597,0.705,0.67,3261.686,-9.616,0.687,-0.271130826449629
El Salvador,2013,245179098.280128,-0.0336589030921459,16.5,0.667,0.634,0.821,-0.536,-0.597,0.627,0.765,3336.023,0.48,0.667,-0.215442384089027
El Salvador,2014,506295970.34993,-0.0245900042355061,16.5,0.666,0.671,0.821,-0.536,-0.597,0.609,0.765,3418.347,0.593,0.662,-0.115463094991773
El Salvador,2015,494541718.092298,-0.0169973652809858,16.5,0.668,0.672,0.775,-0.536,-0.597,0.604,0.765,3502.281,4.709,0.657,-0.254979481180696
El Salvador,2016,479469380.713821,-0.0992913693189621,16.5,0.671,0.677,0.775,-0.536,-0.597,0.612,0.765,3599.949,2.208,0.651,-0.36667514001114
El Salvador,2017,503801415.183001,-0.260043442249298,16.5,0.674,0.679,0.775,-0.536,-0.597,0.632,0.789,3672.875,6.61,0.641,-0.441249878364892
El Salvador,2018,412743968.360673,-0.387688457965851,16.5,0.68,0.641,0.775,-0.536,-0.597,0.699,0.794,3718.345,12.257,0.632,-0.486580224041166
El Salvador,2019,696287032.758767,-0.10641810297966,16.5,0.683,0.626,0.775,-0.536,-0.597,0.603,0.794,3667.03,9.166,0.618,-0.457254567084196
Guatemala,1996,76900000,-1.01341414451599,15,0.516,0.464,1.699,3.098,-0.831,0.779,0.26,5466.858,11.057,0.637,-0.676849600007824
Guatemala,1997,631400000,0.148469686508179,16.5,0.525,0.501,-0.89,-0.259,-1.138,0.779,0.282,5713.625,9.233,0.657,-0.74889653917438
Guatemala,1998,1346300000,-0.669719815254211,41.5,0.534,0.501,-0.89,-0.259,-1.138,0.779,0.282,6014.078,6.613,0.658,-0.594651520907457
Guatemala,1999,924600000,-0.571629285812378,36,0.542,0.503,-0.89,-0.259,-1.138,0.808,0.282,6301.091,5.214,0.662,-0.390171536189417
Guatemala,2000,-788600000,-0.768333911895752,81.3,0.55,0.553,-0.89,-0.259,-1.138,0.839,0.701,6518.493,5.978,0.643,-0.59068929895575
Guatemala,2001,-936494410.38247,-1.3547910451889,59,0.556,0.553,-0.89,-0.259,-1.138,0.839,0.701,6715.808,7.287,0.651,-0.632310481456696
Guatemala,2002,-1016996773.78154,-0.834293127059937,31,0.561,0.553,-0.89,-0.259,-1.138,0.839,0.701,6987.021,8.133,0.623,-0.59572195872323
Guatemala,2003,19488617.59936,-0.774796605110168,41,0.566,0.556,-0.636,-0.259,-1.138,0.839,0.701,7200.978,5.606,0.623,-0.688917155562061
Guatemala,2004,321400000,-0.808034837245941,41,0.571,0.57,-0.799,-0.259,-1.138,0.802,0.701,7459.835,7.577,0.596,-0.685812066930632
Guatemala,2005,5.4e+08,-0.835618197917938,41,0.574,0.57,-0.799,-0.259,-1.138,0.802,0.701,7771.256,9.107,0.595,-0.725730640762734
Guatemala,2006,635300000,-0.735238790512085,37,0.581,0.57,-0.799,-0.259,-1.138,0.802,0.707,8157.971,6.561,0.591,-0.715953262257876
Guatemala,2007,859200000,-0.753424942493439,36,0.59,0.576,-0.799,-0.259,-1.138,0.802,0.707,8559.951,6.822,0.605,-0.707008288969791
Guatemala,2008,731386670,-0.713971555233002,36,0.596,0.59,-0.799,-0.259,-1.138,0.793,0.707,8867.751,11.356,0.597622431,-0.680673699944703
Guatemala,2009,499821250,-0.925672590732574,36,0.6,0.591,-0.799,-0.259,0.502,0.793,0.702,9148.149,1.9,0.5939789106,-0.621774427420522
Guatemala,2010,1102460180,-0.852924466133118,36,0.605,0.586,-0.799,-0.259,-1.001,0.789,0.701,9531.68,3.9,0.61,-0.591566187602094
Guatemala,2011,876760590,-0.744141399860382,36,0.611,0.586,-0.799,-0.259,-1.001,0.792,0.701,9906.466,9.6,0.619,-0.636143783021952
Guatemala,2012,1399819890,-0.633820176124573,36,0.616,0.576,-0.799,-0.259,-0.85,0.79,0.701,10260.873,2.987,0.609,-0.706641054882785
Guatemala,2013,1522143500,-0.674156248569489,26.5,0.62,0.578,-0.799,-0.259,-0.85,0.804,0.701,10622.023,1.9,0.6,-0.693296507497042
Guatemala,2014,1407555280,-0.655563533306122,26.5,0.637,0.582,-0.799,-0.259,-1.022,0.804,0.701,11048.825,11.704,0.612,-0.658884007681059
Guatemala,2015,1203355080,-0.655060231685638,26.5,0.639,0.599,-0.645,-0.259,2.462,0.757,0.701,11533.028,0.613,0.604,-0.648624533515704
Guatemala,2016,845786560,-0.542592644691467,26.5,0.639,0.631,-0.39,-0.259,1.11,0.725,0.701,11859.97,2.779,0.618,-0.654301212306526
Guatemala,2017,998344470,-0.650674939155579,26.5,0.64,0.624,-0.39,-0.259,-0.263,0.739,0.712,12282.007,25.869,0.63,-0.691281704556284
Guatemala,2018,922397870,-0.538353621959686,15,0.64,0.589,-0.39,-0.259,-0.263,0.782,0.65,12586.026,3.977,0.634,-0.695143323414692
Guatemala,2019,1170758860,-0.573592245578766,15,0.642,0.564,-0.39,-0.259,-0.263,0.782,0.65,12842.36,8.802,0.626,-0.727240870450391
Guyana,1996,5.9e+07,-0.266413539648056,12,0.559,0.445,0.996,-1.283,-0.656,0.447,0.878,379.79,7.095,0.501,-0.0900667196367391
Guyana,1997,5.2e+07,-0.965524911880493,99,0.564,0.456,1.386,-1.274,-0.656,0.566,0.878,400.443,3.556,0.532,-0.328162036117389
Guyana,1998,4.4e+07,0.123369120061398,55,0.569,0.531,0.991,-1.002,-0.656,0.53,0.878,405.268,4.586,0.527,-0.0950823009304759
Guyana,1999,4.6e+07,-0.853825330734253,42,0.573,0.528,0.991,-1.348,-0.656,0.512,0.878,413.121,7.538,0.533,-0.486164781107064
Guyana,2000,67100000,-0.48681977391243,4,0.577,0.526,0.991,-1.348,-0.656,0.572,0.878,420.019,6.149,0.524,-0.142032275269845
Guyana,2001,5.6e+07,-0.250177979469299,22,0.584,0.557,1.23,-1.148,-0.656,0.572,0.878,437.823,2.627,0.533,-0.590733004435507
Guyana,2002,43600000,-0.561520338058472,18,0.59,0.572,1.23,-0.568,-0.788,0.572,0.878,462.075,5.341,0.543,-0.212348480427622
Guyana,2003,26100000,-0.436319321393967,42,0.598,0.59,0.988,-0.568,-0.963,0.572,0.878,485.101,5.981,0.503,-0.2210709429795
Guyana,2004,3e+07,-0.554896175861359,42,0.612,0.59,0.988,-0.658,-0.963,0.572,0.878,510.411,4.668,0.53,-0.27361974139835
Guyana,2005,76800000,-0.454965949058533,42,0.622,0.59,0.988,-0.658,-0.963,0.572,0.878,533.518,6.926,0.565,-0.456518856306183
Guyana,2006,102400000,-0.734118461608887,42,0.631,0.586,1.232,-0.658,-0.963,0.572,0.878,568.744,6.579,0.566,-0.368803758924822
Guyana,2007,152400000,-0.559686779975891,37,0.638,0.584,0.987,-0.658,-0.963,0.572,0.878,604.516,12.304,0.537,-0.256658876528464
Guyana,2008,1.78e+08,-0.633931934833527,38,0.644,0.585,0.987,-0.846,-0.963,0.572,0.878,623.004,8.1,0.4876823518,-0.339657623600818
Guyana,2009,1.64e+08,-0.62998104095459,27,0.649,0.583,0.987,-0.846,-0.963,0.572,0.878,645.016,2.913,0.4840594329,-0.332523232839467
Guyana,2010,1.98e+08,-0.458965748548508,23,0.656,0.587,0.987,-1.138,-0.524,0.572,0.913,673.757,2.083,0.484,-0.28601114520745
Guyana,2011,246800000,-0.434282511472702,19,0.665,0.586,1.211,-1.341,-0.524,0.572,0.913,706.361,-2.407,0.494,-0.311957232247187
Guyana,2012,277910000,-0.499614059925079,18,0.669,0.591,0.987,-1.341,-0.261,0.572,0.913,743.515,8.1,0.513,-0.33849492206993
Guyana,2013,200558390,-0.45660674571991,18,0.673,0.62,0.987,-1.341,-0.47,0.563,0.884,765.623,5.304,0.538,-0.319696139728104
Guyana,2014,237750048.55,-0.136097595095634,18,0.681,0.616,0.987,-1.341,-0.47,0.563,0.884,782.775,3.983,0.557,-0.386987210862849
Guyana,2015,137700000,-0.13965080678463,18,0.684,0.654,0.987,-0.799,-0.47,0.416,0.884,804.008,6.579,0.555,-0.34962686523648
Guyana,2016,162654036.352959,-0.0260626748204231,18,0.691,0.667,1.216,-2.024,-0.47,0.393,0.884,827.778,5.095,0.554,-0.17092706674557
Guyana,2017,327343651.21783,-0.0430738143622875,18,0.695,0.675,0.934,-2.024,-0.47,0.42,0.884,866.756,46.89,0.585,-0.187224445827556
Guyana,2018,1180405596.06866,-0.187760606408119,18,0.701,0.675,0.934,-2.024,-0.47,0.377,0.861,906.391,7.036,0.587,-0.193951945062853
Guyana,2019,1695179887,-0.246419206261635,18,0.708,0.651,0.934,-1.664,-0.303,0.381,0.861,934.555,4.01,0.568,-0.241808984525652
Haiti,1996,4100000,-0.756698846817017,38.5,0.45,0.423,0.697,1.019,0.519,0.841,0.469,1317.538,20.584,0.41,-1.07460665705918
Haiti,1997,4e+06,-2.00786924362183,141,0.455,0.435,0.697,1.019,0.519,0.813,0.469,1372.68,20.559,0.458,-1.17113967508923
Haiti,1998,10760000,-0.942441284656525,134,0.46,0.437,0.846,1.019,0.519,0.813,0.469,1414.07,10.634,0.457,-1.13432026063847
Haiti,1999,3e+07,-0.942441284656525,15,0.466,0.437,0.846,1.019,0.519,0.813,0.469,1472.007,8.671,0.459,-1.08324213818182
Haiti,2000,13250000,-0.628624498844147,97,0.47,0.434,1.122,1.261,1.611,0.813,0.469,1523.457,13.708,0.457,-1.17299341803894
Haiti,2001,4400000,-1.41644358634949,26,0.472,0.409,1.122,1.261,1.096,0.836,0.469,1522.108,14.173,0.471,-0.351973917584774
Haiti,2002,5700000,-1.25585794448853,8.5,0.476,0.407,1.122,1.308,1.096,0.836,0.469,1521.166,9.853,0.479,-1.40598353693166
Haiti,2003,13800000,-1.31542313098907,260,0.482,0.403,1.122,1.308,1.579,0.836,0.469,1521.685,39.281,0.506,-1.46588312236459
Haiti,2004,5900000,-1.98454308509827,202,0.479,0.246,1.122,1.687,2.103,0.823,0.469,1508.682,22.812,0.512,-1.55038454298153
Haiti,2005,2.6e+07,-1.80439794063568,202,0.49,0.239,1.059,1.618,1.588,0.832,0.469,1524.347,15.729,0.484,-1.38056255362406
Haiti,2006,160600000,-1.39154350757599,202,0.494,0.367,0.838,1.184,1.643,0.794,0.469,1555.736,13.066,0.492,-1.17972991447183
Haiti,2007,74500000,-1.31972801685333,202,0.499,0.45,0.838,0.891,0.152,0.836,0.469,1615.757,8.529,0.514,-1.14313259105599
Haiti,2008,29800000,-1.38310325145721,224,0.503,0.45,0.838,0.891,0.152,0.836,0.469,1640.906,15.52,0.4898120493,-1.09032675914822
Haiti,2009,55470000,-0.957430124282837,224,0.508,0.445,0.838,0.891,0.4,0.836,0.469,1690.862,-0.015,0.5049443692,-1.16334779127906
Haiti,2010,1.78e+08,-0.940315425395966,134,0.433,0.441,0.838,0.891,0.592,0.849,0.445,1664.335,5.697,0.508,-1.24903193315471
Haiti,2011,1.19e+08,-0.990167558193207,134,0.512,0.417,0.911,0.891,0.592,0.856,0.445,1711.369,5.669,0.521,-1.28843311445199
Haiti,2012,1.56e+08,-0.78809267282486,134,0.517,0.429,1.143,0.891,0.417,0.854,0.445,1736.614,5.561,0.507,-1.22813151284475
Haiti,2013,161918586.25,-0.631015360355377,97,0.521,0.423,1.143,0.891,0.417,0.838,0.445,1784.678,8.671,0.481,-1.178112790038
Haiti,2014,9.9e+07,-0.643627285957336,97,0.525,0.423,1.143,0.891,0.417,0.85,0.445,1843.513,128.419,0.489,-1.28189151912731
Haiti,2015,105680000,-0.670838177204132,97,0.529,0.404,1.143,1.169,2.089,0.862,0.445,1896.143,13.708,0.513,-1.28651303268712
Haiti,2016,104900000,-0.743788063526154,97,0.532,0.394,1.143,1.169,1.011,0.839,0.445,1917.794,20.64,0.513,-1.24814982585375
Haiti,2017,374860000,-0.674481213092804,97,0.539,0.401,1.143,1.236,1.206,0.853,0.428,1927.469,7.324,0.496,-1.27296641960591
Haiti,2018,1.05e+08,-0.639761328697205,97,0.541,0.411,1.143,1.258,2.21,0.893,0.428,1930.135,5.588,0.558,-1.21447307604923
Haiti,2019,7.5e+07,-0.891515016555786,97,0.543,0.407,1.143,1.258,2.8,0.885,0.385,1918.957,5.306,0.527,-1.21746683618183
Honduras,1996,90900000,-0.470392346382141,54,0.539,0.555,-2.598,-2.278,-1.633,0.85,0.866,2096.336,23.8,0.566,-0.745893241001379
Honduras,1997,121500000,-0.470392346382141,52,0.544,0.554,-2.598,-2.278,-1.633,0.85,0.866,2169.511,20.2,0.56,-0.370049917284398
Honduras,1998,9.9e+07,0.0296584647148848,61,0.527,0.552,-2.598,-2.278,-1.633,0.85,0.866,2245.793,13.7,0.562,-0.637156915144906
Honduras,1999,237300000,-0.409486442804337,72,0.55,0.554,-2.598,-2.278,-1.633,0.85,0.866,2259.548,11.6,0.567,-0.681650852627806
Honduras,2000,349978000,-0.0785963833332062,61,0.556,0.554,-2.598,-2.278,-1.633,0.845,0.866,2361.762,11,0.576,-0.696686957698573
Honduras,2001,309826700,-0.182534769177437,6,0.559,0.554,-2.598,-2.278,-1.155,0.845,0.866,2438.411,9.7,0.57,-0.58581445248426
Honduras,2002,287314900,-0.252441436052322,31,0.563,0.558,-2.598,-2.278,-1.628,0.849,0.866,2542.78,7.7,0.587,-0.67676702375671
Honduras,2003,390166272.910663,-0.379858076572418,61,0.567,0.569,-2.598,-2.278,-1.628,0.849,0.866,2658.004,7.7,0.604,-0.721761808205867
Honduras,2004,592120092.945897,-0.391061931848526,61,0.572,0.569,-2.598,-2.278,-1.135,0.849,0.866,2799.286,8.1,0.553,-0.653478020349292
Honduras,2005,601059572.180071,-0.623264193534851,69,0.577,0.564,-2.598,-2.278,-1.135,0.849,0.866,2966.731,8.1,0.553,-0.61363458797923
Honduras,2006,717591908.177828,-0.66790372133255,57,0.581,0.521,-1.72,-2.278,-1.361,0.849,0.866,3131.94,5.615,0.574,-0.676746512569588
Honduras,2007,966926354.327952,-0.43703019618988,20,0.586,0.523,-1.72,-2.278,-2.039,0.851,0.866,3294.501,6.908,0.591,-0.596698787729416
Honduras,2008,1200798087.04613,-0.527115523815155,20,0.591,0.519,-1.72,-2.278,-2.039,0.851,0.866,3399.229,11.46,0.5890925258,-0.662126512558976
Honduras,2009,494497450.521718,-0.308192104101181,14,0.594,0.45,0.446,-0.129,0.312,0.851,0.866,3438.637,8.672,0.5866948982,-0.649612418005548
Honduras,2010,607376418.071288,-0.496909588575363,43,0.597,0.411,1.027,-0.586,0.199,0.852,0.866,3555.71,4.559,0.583,-0.618736373732982
Honduras,2011,1042571020.7703,-0.390435367822647,43,0.6,0.421,0.788,-0.871,-1.154,0.855,0.866,3671.919,3.433,0.586,-0.580923508785275
Honduras,2012,1081346795.58822,-0.350115597248077,43,0.599,0.419,0.072,-0.871,-1.36,0.855,0.866,3818.19,9.93,0.588,-0.756197157652363
Honduras,2013,1069029263.15978,-0.438611596822739,43,0.603,0.421,0.072,-0.871,-0.662,0.852,0.866,3932.895,2.157,0.584,-0.773159391158477
Honduras,2014,1704790710.03868,-0.534083962440491,43,0.606,0.447,-0.341,-0.871,-1.2,0.852,0.866,4100.742,9.591,0.571,-0.690700155934361
Honduras,2015,1316679827.33597,-0.468914419412613,41,0.613,0.442,-0.341,-0.871,0.077,0.852,0.866,4287.719,7.254,0.574,-0.647624960024825
Honduras,2016,1147030449.99683,-0.433312118053436,42,0.618,0.441,-0.341,0.051,-1.196,0.852,0.843,4500.801,5.7,0.577,-0.745276386145924
Honduras,2017,949955941.517779,-0.564918100833893,42,0.617,0.427,0.619,0.048,0.59,0.847,0.843,4692.654,8.672,0.588,-0.65623272694908
Honduras,2018,1442587576.2096,-0.53079754114151,42,0.617,0.372,1.002,-1.594,-0.25,0.849,0.843,4828.994,9.6,0.606,-0.664986286571141
Honduras,2019,955095297.980428,-0.575151562690735,42,0.632,0.374,1.002,-1.415,-0.556,0.844,0.795,4926.058,-1.288,0.602,-0.701362150993094
Jamaica,1996,135700000,0.110229268670082,7,0.669,0.639,-1.405,0.995,-1.769,0.183,0.839,1780.246,26.407,0.667,0.0951922020945762
Jamaica,1997,155700000,-0.250100612640381,31,0.668,0.649,-1.405,0.475,-1.769,0.183,0.839,1783.919,9.658,0.677,0.585751035415377
Jamaica,1998,322100000,0.083308145403862,16.5,0.666,0.683,-1.405,0.475,-1.284,0.183,0.839,1797.984,8.632,0.671,0.153780951885374
Jamaica,1999,474700000,-0.298737347126007,12,0.667,0.683,-1.405,0.475,-1.403,0.183,0.839,1822.015,5.954,0.647,0.245047960545842
Jamaica,2000,419600000,0.186396479606628,8,0.664,0.689,-1.23,0.176,-1.576,0.183,0.839,1843.595,8.171,0.655,-0.015797106391713
Jamaica,2001,576500000,-0.384524792432785,8,0.673,0.689,-1.23,0.252,-1.576,0.183,0.839,1877.004,6.991,0.637,-0.0506490210001685
Jamaica,2002,443800000,-0.208229526877403,31,0.677,0.707,-1.23,-0.111,-1.576,0.183,0.839,1913.529,7.077,0.617,-0.0744939611840997
Jamaica,2003,683500000,-0.384524792432785,31,0.671,0.751,-1.23,-0.111,-1.576,0.183,0.839,1981.129,10.322,0.67,-0.12229573659678
Jamaica,2004,559365888.026738,-0.34566855430603,31,0.687,0.751,-1.23,-0.111,-1.576,0.183,0.839,2025.091,13.626,0.667,-0.0546008318502518
Jamaica,2005,637901995.872958,-0.298737347126007,8,0.69,0.76,-1.23,-0.111,-1.576,0.183,0.839,2071.011,15.296,0.67,-0.113881381456011
